gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,avg_score,risk_level,performance_band,recommendation,overall_rank,gender_rank,math_rank,performance_cluster
female,group E,some college,standard,completed,73,78,76,227,75.66666666666667,Low Risk,Good,Stable performance,297,173,321,Average Student
female,group C,some high school,standard,completed,70,82,76,228,76.0,Low Risk,Good,Stable performance,288,167,392,Average Student
male,group D,associate's degree,free/reduced,none,81,75,78,234,78.0,Low Risk,Good,Stable performance,240,98,155,Average Student
male,group D,some college,free/reduced,none,63,61,60,184,61.333333333333336,Moderate Risk,Average,Needs improvement with guidance,678,298,574,Average Student
female,group D,high school,standard,none,67,72,74,213,71.0,Low Risk,Good,Stable performance,424,250,468,Average Student
male,group B,high school,standard,none,60,68,60,188,62.666666666666664,Moderate Risk,Average,Needs improvement with guidance,653,286,662,Average Student
male,group B,high school,standard,none,62,55,54,171,57.0,Moderate Risk,Average,Needs improvement with guidance,772,352,600,Needs Improvement
female,group C,some high school,free/reduced,completed,29,40,44,113,37.666666666666664,High Risk,Poor,Needs immediate academic support,981,506,987,Needs Improvement
male,group B,some college,standard,completed,62,66,68,196,65.33333333333333,Low Risk,Average,Stable performance,584,253,600,Average Student
female,group E,master's degree,standard,completed,94,99,100,293,97.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,9,7,25,High Achiever
male,group E,some college,standard,completed,85,75,68,228,76.0,Low Risk,Good,Stable performance,288,122,104,Average Student
male,group D,associate's degree,free/reduced,none,77,78,73,228,76.0,Low Risk,Good,Stable performance,288,122,230,Average Student
male,group A,high school,free/reduced,none,53,58,44,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,398,798,Needs Improvement
male,group E,some college,free/reduced,none,93,90,83,266,88.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,64,19,32,High Achiever
female,group C,associate's degree,standard,none,49,53,53,155,51.666666666666664,Moderate Risk,Average,Needs improvement with guidance,860,463,866,Needs Improvement
female,group E,associate's degree,free/reduced,none,73,76,78,227,75.66666666666667,Low Risk,Good,Stable performance,297,173,321,Average Student
female,group C,bachelor's degree,free/reduced,completed,66,74,81,221,73.66666666666667,Low Risk,Good,Stable performance,351,209,494,Average Student
female,group D,associate's degree,standard,none,77,77,73,227,75.66666666666667,Low Risk,Good,Stable performance,297,173,230,Average Student
female,group C,some high school,standard,none,49,63,56,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,428,866,Needs Improvement
female,group D,some college,free/reduced,none,79,89,86,254,84.66666666666667,Top Performer,Good,Excellent student - can mentor others,117,76,194,High Achiever
female,group C,associate's degree,standard,completed,75,82,90,247,82.33333333333333,Top Performer,Good,Excellent student - can mentor others,155,101,275,High Achiever
female,group A,bachelor's degree,standard,none,59,72,70,201,67.0,Low Risk,Average,Stable performance,540,307,678,Average Student
female,group D,associate's degree,standard,completed,57,78,79,214,71.33333333333333,Low Risk,Good,Stable performance,412,244,735,Average Student
male,group C,high school,free/reduced,none,66,66,59,191,63.666666666666664,Moderate Risk,Average,Needs improvement with guidance,632,277,494,Average Student
female,group E,bachelor's degree,standard,completed,79,81,82,242,80.66666666666667,Top Performer,Good,Excellent student - can mentor others,180,111,194,High Achiever
female,group B,some high school,standard,none,57,67,72,196,65.33333333333333,Low Risk,Average,Stable performance,584,332,735,Average Student
male,group A,bachelor's degree,standard,completed,87,84,87,258,86.0,Top Performer,Excellent,Excellent student - can mentor others,99,33,80,High Achiever
female,group D,some college,standard,none,63,64,67,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,341,574,Average Student
female,group B,some high school,free/reduced,completed,59,63,64,186,62.0,Moderate Risk,Average,Needs improvement with guidance,665,374,678,Average Student
male,group A,bachelor's degree,free/reduced,none,62,72,65,199,66.33333333333333,Low Risk,Average,Stable performance,557,240,600,Average Student
male,group D,high school,standard,none,46,34,36,116,38.666666666666664,High Risk,Poor,Needs immediate academic support,977,473,905,Needs Improvement
male,group C,some college,standard,none,66,59,52,177,59.0,Moderate Risk,Average,Needs improvement with guidance,727,325,494,Needs Improvement
male,group D,high school,standard,none,89,87,79,255,85.0,Top Performer,Excellent,Excellent student - can mentor others,113,38,59,High Achiever
female,group D,associate's degree,free/reduced,completed,42,61,58,161,53.666666666666664,Moderate Risk,Average,Needs improvement with guidance,830,447,939,Needs Improvement
male,group C,some college,standard,completed,93,84,90,267,89.0,Top Performer,Excellent,Excellent student - can mentor others,59,15,32,High Achiever
female,group E,some high school,standard,completed,80,85,85,250,83.33333333333333,Top Performer,Good,Excellent student - can mentor others,135,89,177,High Achiever
female,group D,some college,standard,none,98,100,99,297,99.0,Top Performer,Excellent,Excellent student - can mentor others,5,4,11,High Achiever
male,group D,master's degree,standard,none,81,81,84,246,82.0,Top Performer,Good,Excellent student - can mentor others,166,60,155,High Achiever
female,group B,some high school,standard,completed,60,70,74,204,68.0,Low Risk,Average,Stable performance,512,293,662,Average Student
female,group B,associate's degree,free/reduced,completed,76,94,87,257,85.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,103,69,254,High Achiever
male,group C,associate's degree,standard,completed,73,78,72,223,74.33333333333333,Low Risk,Good,Stable performance,333,138,321,Average Student
female,group C,associate's degree,standard,completed,96,96,99,291,97.0,Top Performer,Excellent,Excellent student - can mentor others,14,11,20,High Achiever
female,group C,high school,standard,none,76,76,74,226,75.33333333333333,Low Risk,Good,Stable performance,307,181,254,Average Student
male,group E,associate's degree,free/reduced,completed,91,73,80,244,81.33333333333333,Top Performer,Good,Excellent student - can mentor others,173,65,42,High Achiever
female,group C,some college,free/reduced,none,62,72,70,204,68.0,Low Risk,Average,Stable performance,512,293,600,Average Student
male,group D,some high school,free/reduced,completed,55,59,59,173,57.666666666666664,Moderate Risk,Average,Needs improvement with guidance,756,342,762,Needs Improvement
female,group B,some high school,free/reduced,completed,74,90,88,252,84.0,Top Performer,Good,Excellent student - can mentor others,123,82,296,High Achiever
male,group C,high school,standard,none,50,48,42,140,46.666666666666664,High Risk,Poor,Needs immediate academic support,930,443,851,Needs Improvement
male,group B,some college,standard,none,47,43,41,131,43.666666666666664,High Risk,Poor,Needs immediate academic support,954,460,894,Needs Improvement
male,group E,some college,standard,completed,81,74,71,226,75.33333333333333,Low Risk,Good,Stable performance,307,127,155,Average Student
female,group E,associate's degree,standard,completed,65,75,77,217,72.33333333333333,Low Risk,Good,Stable performance,389,230,518,Average Student
male,group E,some high school,standard,completed,68,51,57,176,58.666666666666664,Moderate Risk,Average,Needs improvement with guidance,736,331,442,Needs Improvement
female,group D,high school,free/reduced,none,73,92,84,249,83.0,Top Performer,Good,Excellent student - can mentor others,140,92,321,High Achiever
male,group C,some college,standard,none,53,39,37,129,43.0,High Risk,Poor,Needs immediate academic support,960,465,798,Needs Improvement
female,group B,associate's degree,free/reduced,completed,68,77,80,225,75.0,Low Risk,Good,Stable performance,314,185,442,Average Student
male,group A,some high school,free/reduced,none,55,46,43,144,48.0,High Risk,Poor,Needs immediate academic support,921,434,762,Needs Improvement
female,group C,some college,standard,completed,87,89,94,270,90.0,Top Performer,Excellent,Excellent student - can mentor others,51,37,80,High Achiever
male,group D,some high school,standard,none,55,47,44,146,48.666666666666664,High Risk,Poor,Needs immediate academic support,911,427,762,Needs Improvement
female,group E,some college,free/reduced,none,53,58,57,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,428,798,Needs Improvement
male,group C,master's degree,standard,none,67,57,59,183,61.0,Moderate Risk,Average,Needs improvement with guidance,687,303,468,Average Student
male,group C,associate's degree,standard,none,92,79,84,255,85.0,Top Performer,Excellent,Excellent student - can mentor others,113,38,36,High Achiever
female,group B,some college,free/reduced,completed,53,66,73,192,64.0,Moderate Risk,Average,Needs improvement with guidance,623,352,798,Average Student
male,group D,associate's degree,standard,none,81,71,73,225,75.0,Low Risk,Good,Stable performance,314,130,155,Average Student
male,group C,high school,free/reduced,none,61,60,55,176,58.666666666666664,Moderate Risk,Average,Needs improvement with guidance,736,331,635,Needs Improvement
male,group D,bachelor's degree,standard,none,80,73,72,225,75.0,Low Risk,Good,Stable performance,314,130,177,Average Student
female,group A,associate's degree,free/reduced,none,37,57,56,150,50.0,Moderate Risk,Average,Needs improvement with guidance,892,475,968,Needs Improvement
female,group C,high school,standard,none,81,84,82,247,82.33333333333333,Top Performer,Good,Excellent student - can mentor others,155,101,155,High Achiever
female,group C,associate's degree,standard,completed,59,73,72,204,68.0,Low Risk,Average,Stable performance,512,293,678,Average Student
male,group B,some college,free/reduced,none,55,55,47,157,52.333333333333336,Moderate Risk,Average,Needs improvement with guidance,850,391,762,Needs Improvement
male,group D,associate's degree,standard,none,72,79,74,225,75.0,Low Risk,Good,Stable performance,314,130,348,Average Student
male,group D,high school,standard,none,69,75,71,215,71.66666666666667,Low Risk,Good,Stable performance,404,164,410,Average Student
male,group C,some college,standard,none,69,64,68,201,67.0,Low Risk,Average,Stable performance,540,234,410,Average Student
female,group C,bachelor's degree,free/reduced,none,50,60,59,169,56.333333333333336,Moderate Risk,Average,Needs improvement with guidance,780,424,851,Needs Improvement
male,group B,some college,standard,completed,87,84,86,257,85.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,103,35,80,High Achiever
male,group D,some high school,standard,completed,71,69,68,208,69.33333333333333,Low Risk,Average,Stable performance,465,195,366,Average Student
male,group E,some college,standard,none,68,72,65,205,68.33333333333333,Low Risk,Average,Stable performance,499,211,442,Average Student
male,group C,master's degree,free/reduced,completed,79,77,75,231,77.0,Low Risk,Good,Stable performance,269,113,194,Average Student
female,group C,some high school,standard,completed,77,90,85,252,84.0,Top Performer,Good,Excellent student - can mentor others,123,82,230,High Achiever
male,group C,associate's degree,free/reduced,none,58,55,53,166,55.333333333333336,Moderate Risk,Average,Needs improvement with guidance,803,368,710,Needs Improvement
female,group E,associate's degree,standard,none,84,95,92,271,90.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,48,34,118,High Achiever
male,group D,some college,standard,none,55,58,52,165,55.0,Moderate Risk,Average,Needs improvement with guidance,808,371,762,Needs Improvement
male,group E,bachelor's degree,free/reduced,completed,70,68,72,210,70.0,Low Risk,Good,Stable performance,448,185,392,Average Student
female,group D,some college,free/reduced,completed,52,59,65,176,58.666666666666664,Moderate Risk,Average,Needs improvement with guidance,736,406,822,Needs Improvement
male,group B,some college,standard,completed,69,77,77,223,74.33333333333333,Low Risk,Good,Stable performance,333,138,410,Average Student
female,group C,high school,free/reduced,none,53,72,64,189,63.0,Moderate Risk,Average,Needs improvement with guidance,646,364,798,Average Student
female,group D,some high school,standard,none,48,58,54,160,53.333333333333336,Moderate Risk,Average,Needs improvement with guidance,837,451,883,Needs Improvement
male,group D,some high school,standard,completed,78,81,86,245,81.66666666666667,Top Performer,Good,Excellent student - can mentor others,169,61,216,High Achiever
female,group B,high school,standard,none,62,62,63,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,369,600,Average Student
male,group D,some college,standard,none,60,63,59,182,60.666666666666664,Moderate Risk,Average,Needs improvement with guidance,693,307,662,Average Student
female,group B,high school,standard,none,74,72,72,218,72.66666666666667,Low Risk,Good,Stable performance,379,222,296,Average Student
female,group C,high school,standard,completed,58,75,77,210,70.0,Low Risk,Good,Stable performance,448,264,710,Average Student
male,group B,high school,standard,completed,76,62,60,198,66.0,Low Risk,Average,Stable performance,562,243,254,Average Student
female,group D,some high school,standard,none,68,71,75,214,71.33333333333333,Low Risk,Good,Stable performance,412,244,442,Average Student
male,group A,some college,free/reduced,none,58,60,57,175,58.333333333333336,Moderate Risk,Average,Needs improvement with guidance,745,335,710,Needs Improvement
male,group B,high school,standard,none,52,48,49,149,49.666666666666664,High Risk,Poor,Needs immediate academic support,898,419,822,Needs Improvement
male,group D,bachelor's degree,standard,none,75,73,74,222,74.0,Low Risk,Good,Stable performance,345,141,275,Average Student
female,group B,some high school,free/reduced,completed,52,67,72,191,63.666666666666664,Moderate Risk,Average,Needs improvement with guidance,632,356,822,Average Student
female,group C,bachelor's degree,free/reduced,none,62,78,79,219,73.0,Low Risk,Good,Stable performance,367,216,600,Average Student
male,group B,some college,standard,none,66,65,60,191,63.666666666666664,Moderate Risk,Average,Needs improvement with guidance,632,277,494,Average Student
female,group B,some high school,free/reduced,none,49,58,55,162,54.0,Moderate Risk,Average,Needs improvement with guidance,824,444,866,Needs Improvement
female,group B,high school,standard,none,66,72,70,208,69.33333333333333,Low Risk,Average,Stable performance,465,271,494,Average Student
female,group C,some college,free/reduced,none,35,44,43,122,40.666666666666664,High Risk,Poor,Needs immediate academic support,967,501,974,Needs Improvement
female,group A,some college,standard,completed,72,79,82,233,77.66666666666667,Low Risk,Good,Stable performance,250,146,348,Average Student
male,group E,associate's degree,standard,completed,94,85,82,261,87.0,Top Performer,Excellent,Excellent student - can mentor others,83,26,25,High Achiever
female,group D,associate's degree,free/reduced,none,46,56,57,159,53.0,Moderate Risk,Average,Needs improvement with guidance,841,454,905,Needs Improvement
female,group B,master's degree,standard,none,77,90,84,251,83.66666666666667,Top Performer,Good,Excellent student - can mentor others,131,87,230,High Achiever
female,group B,high school,free/reduced,completed,76,85,82,243,81.0,Top Performer,Good,Excellent student - can mentor others,178,110,254,High Achiever
female,group C,associate's degree,standard,completed,52,59,62,173,57.666666666666664,Moderate Risk,Average,Needs improvement with guidance,756,415,822,Needs Improvement
male,group C,bachelor's degree,standard,completed,91,81,79,251,83.66666666666667,Top Performer,Good,Excellent student - can mentor others,131,45,42,High Achiever
female,group B,some high school,standard,completed,32,51,44,127,42.333333333333336,High Risk,Poor,Needs immediate academic support,962,497,982,Needs Improvement
female,group E,some high school,free/reduced,none,72,79,77,228,76.0,Low Risk,Good,Stable performance,288,167,348,Average Student
female,group B,some college,standard,none,19,38,32,89,29.666666666666668,High Risk,Poor,Needs immediate academic support,992,513,997,Needs Improvement
male,group C,associate's degree,free/reduced,none,68,65,61,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,262,442,Average Student
female,group C,master's degree,free/reduced,none,52,65,61,178,59.333333333333336,Moderate Risk,Average,Needs improvement with guidance,721,400,822,Needs Improvement
female,group B,high school,standard,none,48,62,60,170,56.666666666666664,Moderate Risk,Average,Needs improvement with guidance,776,422,883,Needs Improvement
female,group D,some college,free/reduced,none,60,66,70,196,65.33333333333333,Low Risk,Average,Stable performance,584,332,662,Average Student
male,group D,high school,free/reduced,none,66,74,69,209,69.66666666666667,Low Risk,Average,Stable performance,460,192,494,Average Student
male,group E,some high school,standard,completed,89,84,77,250,83.33333333333333,Top Performer,Good,Excellent student - can mentor others,135,47,59,High Achiever
female,group B,high school,standard,none,42,52,51,145,48.333333333333336,High Risk,Poor,Needs immediate academic support,915,486,939,Needs Improvement
female,group E,associate's degree,free/reduced,completed,57,68,73,198,66.0,Low Risk,Average,Stable performance,562,320,735,Average Student
male,group D,high school,standard,none,70,70,70,210,70.0,Low Risk,Good,Stable performance,448,185,392,Average Student
female,group E,associate's degree,free/reduced,none,70,84,81,235,78.33333333333333,Low Risk,Good,Stable performance,231,136,392,Average Student
male,group E,some college,standard,none,69,60,54,183,61.0,Moderate Risk,Average,Needs improvement with guidance,687,303,410,Average Student
female,group C,associate's degree,standard,none,52,55,57,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,439,822,Needs Improvement
male,group C,some high school,standard,completed,67,73,68,208,69.33333333333333,Low Risk,Average,Stable performance,465,195,468,Average Student
male,group C,some high school,standard,completed,76,80,73,229,76.33333333333333,Low Risk,Good,Stable performance,282,119,254,Average Student
female,group E,associate's degree,standard,none,87,94,95,276,92.0,Top Performer,Excellent,Excellent student - can mentor others,35,26,80,High Achiever
female,group B,some college,standard,none,82,85,87,254,84.66666666666667,Top Performer,Good,Excellent student - can mentor others,117,76,137,High Achiever
female,group C,some college,standard,none,73,76,78,227,75.66666666666667,Low Risk,Good,Stable performance,297,173,321,Average Student
male,group A,some college,free/reduced,none,75,81,74,230,76.66666666666667,Low Risk,Good,Stable performance,277,116,275,Average Student
female,group D,some college,free/reduced,none,64,74,75,213,71.0,Low Risk,Good,Stable performance,424,250,554,Average Student
female,group E,high school,free/reduced,none,41,45,40,126,42.0,High Risk,Poor,Needs immediate academic support,963,498,945,Needs Improvement
male,group C,high school,standard,none,90,75,69,234,78.0,Low Risk,Good,Stable performance,240,98,51,Average Student
male,group B,bachelor's degree,standard,none,59,54,51,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,372,678,Needs Improvement
male,group A,some high school,standard,none,51,31,36,118,39.333333333333336,High Risk,Poor,Needs immediate academic support,974,472,840,Needs Improvement
male,group A,high school,free/reduced,none,45,47,49,141,47.0,High Risk,Poor,Needs immediate academic support,929,442,916,Needs Improvement
female,group C,master's degree,standard,completed,54,64,67,185,61.666666666666664,Moderate Risk,Average,Needs improvement with guidance,671,378,780,Average Student
male,group E,some high school,standard,completed,87,84,76,247,82.33333333333333,Top Performer,Good,Excellent student - can mentor others,155,55,80,High Achiever
female,group C,high school,standard,none,72,80,83,235,78.33333333333333,Low Risk,Good,Stable performance,231,136,348,Average Student
male,group B,some high school,standard,completed,94,86,87,267,89.0,Top Performer,Excellent,Excellent student - can mentor others,59,15,25,High Achiever
female,group A,bachelor's degree,standard,none,45,59,64,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,428,916,Needs Improvement
male,group D,bachelor's degree,free/reduced,completed,61,70,76,207,69.0,Low Risk,Average,Stable performance,475,200,635,Average Student
female,group B,high school,free/reduced,none,60,72,68,200,66.66666666666667,Low Risk,Average,Stable performance,549,311,662,Average Student
female,group C,some high school,standard,none,77,91,88,256,85.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,109,73,230,High Achiever
female,group A,some high school,standard,completed,85,90,92,267,89.0,Top Performer,Excellent,Excellent student - can mentor others,59,45,104,High Achiever
female,group D,bachelor's degree,free/reduced,none,78,90,93,261,87.0,Top Performer,Excellent,Excellent student - can mentor others,83,58,216,High Achiever
male,group E,some college,free/reduced,completed,49,52,51,152,50.666666666666664,Moderate Risk,Average,Needs improvement with guidance,881,410,866,Needs Improvement
female,group B,high school,free/reduced,none,71,87,82,240,80.0,Top Performer,Good,Excellent student - can mentor others,195,116,366,High Achiever
female,group C,some high school,free/reduced,none,48,58,52,158,52.666666666666664,Moderate Risk,Average,Needs improvement with guidance,843,455,883,Needs Improvement
male,group C,high school,standard,none,62,67,58,187,62.333333333333336,Moderate Risk,Average,Needs improvement with guidance,657,289,600,Average Student
female,group C,associate's degree,free/reduced,completed,56,68,70,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,341,753,Average Student
female,group C,some high school,standard,none,65,69,76,210,70.0,Low Risk,Good,Stable performance,448,264,518,Average Student
female,group D,some high school,free/reduced,completed,69,86,81,236,78.66666666666667,Low Risk,Good,Stable performance,222,130,410,Average Student
male,group B,some high school,standard,none,68,54,53,175,58.333333333333336,Moderate Risk,Average,Needs improvement with guidance,745,335,442,Needs Improvement
female,group A,some college,free/reduced,none,61,60,57,178,59.333333333333336,Moderate Risk,Average,Needs improvement with guidance,721,400,635,Needs Improvement
female,group C,bachelor's degree,free/reduced,completed,74,86,89,249,83.0,Top Performer,Good,Excellent student - can mentor others,140,92,296,High Achiever
male,group A,bachelor's degree,standard,none,64,60,58,182,60.666666666666664,Moderate Risk,Average,Needs improvement with guidance,693,307,554,Average Student
female,group B,high school,standard,completed,77,82,89,248,82.66666666666667,Top Performer,Good,Excellent student - can mentor others,149,97,230,High Achiever
male,group B,some college,standard,none,58,50,45,153,51.0,Moderate Risk,Average,Needs improvement with guidance,876,407,710,Needs Improvement
female,group C,high school,standard,completed,60,64,74,198,66.0,Low Risk,Average,Stable performance,562,320,662,Average Student
male,group E,high school,standard,none,73,64,57,194,64.66666666666667,Moderate Risk,Average,Needs improvement with guidance,602,262,321,Average Student
female,group A,high school,standard,completed,75,82,79,236,78.66666666666667,Low Risk,Good,Stable performance,222,130,275,Average Student
male,group B,associate's degree,free/reduced,completed,58,57,53,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,359,710,Needs Improvement
female,group C,associate's degree,standard,none,66,77,73,216,72.0,Low Risk,Good,Stable performance,395,235,494,Average Student
female,group D,high school,free/reduced,none,39,52,46,137,45.666666666666664,High Risk,Poor,Needs immediate academic support,942,490,961,Needs Improvement
male,group C,some high school,standard,none,64,58,51,173,57.666666666666664,Moderate Risk,Average,Needs improvement with guidance,756,342,554,Needs Improvement
female,group B,high school,free/reduced,completed,23,44,36,103,34.333333333333336,High Risk,Poor,Needs immediate academic support,985,509,995,Needs Improvement
male,group B,some college,free/reduced,completed,74,77,76,227,75.66666666666667,Low Risk,Good,Stable performance,297,125,296,Average Student
female,group D,some high school,free/reduced,completed,40,65,64,169,56.333333333333336,Moderate Risk,Average,Needs improvement with guidance,780,424,951,Needs Improvement
male,group E,master's degree,standard,none,90,85,84,259,86.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,93,30,51,High Achiever
male,group C,master's degree,standard,completed,91,85,85,261,87.0,Top Performer,Excellent,Excellent student - can mentor others,83,26,42,High Achiever
male,group D,high school,standard,none,64,54,50,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,359,554,Needs Improvement
female,group C,high school,standard,none,59,72,68,199,66.33333333333333,Low Risk,Average,Stable performance,557,318,678,Average Student
male,group D,associate's degree,standard,none,80,75,69,224,74.66666666666667,Low Risk,Good,Stable performance,325,135,177,Average Student
male,group C,master's degree,standard,none,71,67,67,205,68.33333333333333,Low Risk,Average,Stable performance,499,211,366,Average Student
female,group A,high school,standard,none,61,68,63,192,64.0,Moderate Risk,Average,Needs improvement with guidance,623,352,635,Average Student
female,group E,some college,standard,none,87,85,93,265,88.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,69,49,80,High Achiever
male,group E,some high school,standard,none,82,67,61,210,70.0,Low Risk,Good,Stable performance,448,185,137,Average Student
male,group C,some high school,standard,none,62,64,55,181,60.333333333333336,Moderate Risk,Average,Needs improvement with guidance,700,311,600,Average Student
female,group B,bachelor's degree,standard,none,97,97,96,290,96.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,16,13,14,High Achiever
male,group B,some college,free/reduced,none,75,68,65,208,69.33333333333333,Low Risk,Average,Stable performance,465,195,275,Average Student
female,group C,bachelor's degree,standard,none,65,79,81,225,75.0,Low Risk,Good,Stable performance,314,185,518,Average Student
male,group B,high school,standard,completed,52,49,46,147,49.0,High Risk,Poor,Needs immediate academic support,905,423,822,Needs Improvement
male,group C,associate's degree,free/reduced,none,87,73,72,232,77.33333333333333,Low Risk,Good,Stable performance,255,106,80,Average Student
female,group C,associate's degree,standard,none,53,62,53,168,56.0,Moderate Risk,Average,Needs improvement with guidance,786,428,798,Needs Improvement
female,group E,master's degree,free/reduced,none,81,86,87,254,84.66666666666667,Top Performer,Good,Excellent student - can mentor others,117,76,155,High Achiever
male,group D,bachelor's degree,free/reduced,completed,39,42,38,119,39.666666666666664,High Risk,Poor,Needs immediate academic support,971,469,961,Needs Improvement
female,group C,some college,standard,completed,71,71,80,222,74.0,Low Risk,Good,Stable performance,345,205,366,Average Student
male,group C,associate's degree,standard,none,97,93,91,281,93.66666666666667,Top Performer,Excellent,Excellent student - can mentor others,27,6,14,High Achiever
male,group D,some college,standard,completed,82,82,88,252,84.0,Top Performer,Good,Excellent student - can mentor others,123,42,137,High Achiever
male,group C,high school,free/reduced,none,59,53,52,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,372,678,Needs Improvement
male,group B,associate's degree,standard,none,61,42,41,144,48.0,High Risk,Poor,Needs immediate academic support,921,434,635,Needs Improvement
male,group E,associate's degree,free/reduced,completed,78,74,72,224,74.66666666666667,Low Risk,Good,Stable performance,325,135,216,Average Student
male,group C,associate's degree,free/reduced,none,49,51,51,151,50.333333333333336,Moderate Risk,Average,Needs improvement with guidance,884,412,866,Needs Improvement
male,group B,high school,standard,none,59,58,47,164,54.666666666666664,Moderate Risk,Average,Needs improvement with guidance,810,372,678,Needs Improvement
female,group C,some college,standard,completed,70,72,76,218,72.66666666666667,Low Risk,Good,Stable performance,379,222,392,Average Student
male,group B,associate's degree,standard,completed,82,84,78,244,81.33333333333333,Top Performer,Good,Excellent student - can mentor others,173,65,137,High Achiever
male,group E,associate's degree,free/reduced,none,90,90,82,262,87.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,78,24,51,High Achiever
female,group C,bachelor's degree,free/reduced,none,43,62,61,166,55.333333333333336,Moderate Risk,Average,Needs improvement with guidance,803,436,934,Needs Improvement
male,group C,some college,free/reduced,none,80,64,66,210,70.0,Low Risk,Good,Stable performance,448,185,177,Average Student
male,group D,some college,standard,none,81,82,84,247,82.33333333333333,Top Performer,Good,Excellent student - can mentor others,155,55,155,High Achiever
male,group C,some high school,standard,none,57,61,54,172,57.333333333333336,Moderate Risk,Average,Needs improvement with guidance,764,346,735,Needs Improvement
female,group D,some high school,standard,none,59,72,80,211,70.33333333333333,Low Risk,Good,Stable performance,440,258,678,Average Student
female,group D,associate's degree,standard,none,64,76,74,214,71.33333333333333,Low Risk,Good,Stable performance,412,244,554,Average Student
male,group C,bachelor's degree,standard,completed,63,64,66,193,64.33333333333333,Moderate Risk,Average,Needs improvement with guidance,613,266,574,Average Student
female,group E,bachelor's degree,standard,completed,71,70,70,211,70.33333333333333,Low Risk,Good,Stable performance,440,258,366,Average Student
female,group B,high school,free/reduced,none,64,73,71,208,69.33333333333333,Low Risk,Average,Stable performance,465,271,554,Average Student
male,group D,bachelor's degree,free/reduced,none,55,46,44,145,48.333333333333336,High Risk,Poor,Needs immediate academic support,915,430,762,Needs Improvement
female,group E,associate's degree,standard,none,51,51,54,156,52.0,Moderate Risk,Average,Needs improvement with guidance,855,461,840,Needs Improvement
female,group C,associate's degree,standard,completed,62,76,80,218,72.66666666666667,Low Risk,Good,Stable performance,379,222,600,Average Student
female,group E,associate's degree,standard,completed,93,100,95,288,96.0,Top Performer,Excellent,Excellent student - can mentor others,20,17,32,High Achiever
male,group C,high school,free/reduced,none,54,72,59,185,61.666666666666664,Moderate Risk,Average,Needs improvement with guidance,671,294,780,Average Student
female,group D,some college,free/reduced,none,69,65,74,208,69.33333333333333,Low Risk,Average,Stable performance,465,271,410,Average Student
male,group D,high school,free/reduced,none,44,51,48,143,47.666666666666664,High Risk,Poor,Needs immediate academic support,925,438,925,Needs Improvement
female,group E,some college,standard,completed,86,85,91,262,87.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,78,55,96,High Achiever
female,group E,associate's degree,standard,none,85,92,85,262,87.33333333333333,Top Performer,Excellent,Excellent student - can mentor others,78,55,104,High Achiever
female,group A,master's degree,free/reduced,none,50,67,73,190,63.333333333333336,Moderate Risk,Average,Needs improvement with guidance,641,361,851,Average Student
male,group D,some high school,standard,completed,88,74,75,237,79.0,Low Risk,Good,Stable performance,215,89,65,Average Student
female,group E,associate's degree,standard,none,59,62,69,190,63.333333333333336,Moderate Risk,Average,Needs improvement with guidance,641,361,678,Average Student
female,group E,some high school,free/reduced,none,32,34,38,104,34.666666666666664,High Risk,Poor,Needs immediate academic support,983,507,982,Needs Improvement
male,group B,high school,free/reduced,none,36,29,27,92,30.666666666666668,High Risk,Poor,Needs immediate academic support,990,478,972,Needs Improvement
female,group B,some high school,free/reduced,completed,63,78,79,220,73.33333333333333,Low Risk,Good,Stable performance,356,212,574,Average Student
male,group D,associate's degree,standard,completed,67,54,63,184,61.333333333333336,Moderate Risk,Average,Needs improvement with guidance,678,298,468,Average Student
female,group D,some high school,standard,completed,65,78,82,225,75.0,Low Risk,Good,Stable performance,314,185,518,Average Student
male,group D,master's degree,standard,none,85,84,89,258,86.0,Top Performer,Excellent,Excellent student - can mentor others,99,33,104,High Achiever
